,type,isfood_encoded
48268,Hotel Accommodation,0
48269,Rail,0
48270,Taxi,0
48271,Others ,0
48272,Public transport,0
48273,Taxi,0
48274,Breakfast after overnight stay,1
48275,Lunch when at NON client site,1
48276,Lunch,1
48277,Accommodation for nights,0
48278,Bus,0
48279,Per diem Dinner,1
48280,Meals for day trip,1
48281,Train abroad,0
48282,Hotel Accommodation,0
48283,Airfare abroad,0
48284,Taxi,0
48285,Taxi,0
48286, Lunch,1
48287, Meal abroad,1
48288,Hotel,0
48289,Parking,0
48290,Train,0
48291,Parking toll ferry own car,0
48292, Mileage allowances BULL,0
48293,Rail,0
48294, miles travelled,0
48296,Per diem Breakfast,1
48297, Lunch,1
48298, Hotel abroad,0
48299,DOMESTIC TRAVEL,0
48300,Personal Incidental Exp UK,0
48301,Meals Business Or Travel,1
48302,Motorway Car park,0
48303,Hotel domestic breakf etc,0
48304,Eve Meal late home after pm,1
48305, Transports Subscription ,0
48306,Underground,0
48307,Hotel domestic accomad ,0
48308, miles travelled,0
48309,internet Access,0
48310, Parking,0
48311,FOREIGN TRAVEL INT TEL CONNECT,0
48312, Lunch,1
48313,Meals for day trip,1
48314,Taxi Local ,0
48315, miles travelled,0
48316,Motorway toll,0
48317, Mileage allowances BULL,0
48318,Personal Incidental Exp UK,0
48319,Train,0
48320,Parking,0
48321,Parking,0
48322,Train km ,0
48323,Entertainment Gift presents,0
48324,Telephone Internet,0
48325, miles travelled,0
48326, miles travelled,0
48327,Hotel abroad,0
48328,Entertainment Staff abroad,0
48329, Toll,0
48330,Taxi Local ,0
48331,Travel Exp,1
48332, Lnch Dnnr Cntry cumulated ,1
48333,Overseas Per Diem,0
48334, Mileage allowances BULL,0
48335, miles travelled,0
48336,Meals for day trip,1
48337,Meals Business Or Travel,1
48338,Parking toll ferry client car,0
48339, Dinner Paris,1
48340, Meal allowance Paris,1
48341,Taxi,0
48342, Lunch,1
48343,Rail,0
48344, Lnch Dnnr Cntry cumulated ,1
48345,Telephone Internet,0
48346,Rail,0
48347,Meals for day trip,1
48348,Taxis,0
48349, Lunch,1
48350, Hotel Paris Sophia,0
48351,Meals Business Or Travel,1
48352,Meal allowance OT FB,1
48353,Meals for day trip,1
48354,Taxi,0
48355,Lunch when at NON client site,1
48356, Meal abroad,1
48357,Taxi,0
48358,Lunch invitation,1
48359,Personal Car,0
48360,Personal Incidental Exp UK,0
48361, Meal allowance country,1
48362,Hotel domestic breakf etc,0
48363,Hotel domestic breakf etc,0
48364,Telephone Internet,0
48365,Hotel domestic breakf etc,0
48366,Hotel,0
48367,Phone charge,0
48368,Parking toll ferry client car,0
48369,Taxis,0
48370,others ,0
48371, Meal allowance Paris,1
48372,Breakfast after overnight stay,1
48373,Hotel domestic breakf etc,0
48374,Computer Supplies,0
48375,Rail,0
48376,Taxi,0
48377,Parking Tolls Cong Charge,0
48378, Reception,1
48379, Meal allowance country,1
48380,Meals for day trip,1
48381,Taxi,0
48382,Parking Toll ERP,0
48383,Public Transport,0
48384,Taxi,0
48385,Taxi,0
48387,Parking Tolls Cong Charge,0
48388,Taxi ,0
48389,Telephone Mobile,0
48390,Total Per diem,1
48391,Taxis,0
48392,Meals for day trip,1
48393, Lunch,1
48394,Taxi,0
48395,Hotel,0
48396,Hotel,0
48397,Parking Tolls Cong Charge,0
48398,Lunch when at NON client site,1
48399,Meals for day trip,1
48400,Personal Incidental Exp UK,0
48401,Meals for day trip,1
48402,Taxi,0
48403, Parking,0
48404,Breakfast,1
48405, Reception,1
48406,Gasoline,0
48407,Lunch when at NON client site,1
48408,Other expenses,0
48409,Travel Exp,1
48410, Parking,0
48411,Hotel Accommodation,0
48412,Rail,0
48413,FOREIGN OTHER EXPENSE,0
48414, Meal allowance country,1
48415,Motorway Car park,0
48416, miles travelled,0
48417,Per diem Lunch,1
48419,Underground,0
48421,Parking toll ferry own car,0
48422,Parking Tolls Cong Charge,0
48423,Overseas Per Diem,0
48424,Taxis,0
48425,Meals for day trip,1
48426, Hotel abroad,0
48427,Hotel,0
48428, Dinner Drink VAT ,1
48429,Train,0
48430,Taxi ,0
48431,Others,0
48433, Postage,0
48434,Dinner,1
48435,Rail,0
48436, Meal allowance country,1
48437,Taxis,0
48438, Parking,0
48439, Transports Subscription ,0
48440,Hotel,0
48441,Underground,0
48442,Taxis,0
48443, Hotel except Paris Sophia,0
48444,Train ,0
48445,others ,0
48446,Others business trip,0
48447, miles travelled,0
48449,Lunch when at NON client site,1
48450,Train,0
48451,Rail,0
48452, Taxi,0
48453,Breakfast left home pre am,1
48454,Personal Car,0
48455, Bank fees,0
48456, Pers Internet Home work,0
48457,Parking Tolls Cong Charge,0
48458,Hotel F C,0
48459,Rental car,0
48460,Meals Business Or Travel,1
48461,Taxi,0
48462,Staff Ent Team Building,0
48463, Mileage allowances BULL,0
48464,Meals Business Or Travel,1
48465,Taxis,0
48466, Taxi,0
48467,FOREIGN TRAVEL INT TEL CONNECT,0
48468,UK Per Diem,1
48469,Train km ,0
48470,Hotel Accommodation,0
48471,Dinner abroad,1
48472, Meal allowance country,1
48473, Toll,0
48474,Taxi,0
48475,Taxi ,0
48476, Dinner Drink VAT ,1
48477,Public Transport,0
48478,Taxi,0
48479,Parking Tolls Cong Charge,0
48480,others ,0
48481,Client Entertainment Expenses,0
48482,Other expenses,0
48483,Lunch when at NON client site,1
48484,Lunch when at NON client site,1
48485,Hotel,0
48486,QIL emp Q ufficio,0
48488,Rail,0
48489,Underground,0
48490,Travel Exp,1
48491,Overseas Receipted Meals,1
48492,For Trvl Accom Dly All Oths ME,0
48493,Meals for day trip,1
48494,Taxi,0
48495,Meals for day trip,1
48496,UK Per Diem,1
48497,Hotel domestic accomad ,0
48498, Taxi,0
48499,Parking Tolls Cong Charge,0
48500,Gasoline,0
48501,Phone charge,0
48502,Eve Meal re overnight stay,1
48503,Hotel domestic accomad ,0
48504,Meals Business Or Travel,1
48505,Meal allowance OT FB,1
48506,Lunch when at NON client site,1
48507,Taxi,0
48508, Toll,0
48509,Conveyance Expenses,0
48510, Meal allowance Paris,1
48511,Taxi,0
48512, miles travelled,0
48513, miles travelled,0
48514,Lunch when at NON client site,1
48515,Taxis,0
48516, Parking,0
48517, miles travelled,0
48518, Lunch,1
48520,Total Per diem,1
48521,Hotel,0
48522, Hotel except Paris Sophia,0
48523,Air Travel,0
48524,Hotel domestic accomad ,0
48525, Lunch,1
48526,Hotel Accommodation,0
48527,Hotel Accommodation,0
48528, miles travelled,0
48529,Motorway Car park,0
48530, miles travelled,0
48531,Gasoline,0
48532,Hotel F C,0
48533,Taxi Local ,0
48534,Lunch when at NON client site,1
48535, miles travelled,0
48536,Per diem Dinner,1
48537, Car rental,0
48538,Taxi,0
48539,Bus,0
48540, Lunch,1
48541,Lunch when at NON client site,1
48542,Hotel,0
48543,Hotel Accommodation,0
48544,Parking Tolls Cong Charge,0
48545,Public transportation,0
48546,Travel Exp,1
48547, miles travelled,0
48548, Taxi,0
48549,Mobile,0
48550,Breakfast left home pre am,1
48551,Subscription Publications,0
48552,Entertainment Staff ,0
48553,Bar for business meetings,0
48554,Limo Shuttle,0
48555,Breakfast,1
48556,Telephone Internet,0
48557, Parking,0
48558,Per diem Dinner,1
48559, Hotel Paris Sophia,0
48560,Staff Welfare Expenses,0
48561,Parking Tolls Cong Charge,0
48562,Meals Business Or Travel,1
48563, Toll,0
48564,Hotel Lodging,0
48565, Transports Subscription ,0
48566,Meal allowance OT FB,1
48567,others ,0
48568,Airfare,0
48569,Underground,0
48570,Meals for day trip,1
48571,Train km ,0
48572,Public transporation,0
48573, miles travelled,0
48574,Train km ,0
48575,others ,0
48576,Parking Tolls Cong Charge,0
48577,Rail,0
48578,Airfare AIT Company paid,0
48580,Meals for day trip,1
48581,Overseas Receipted Meals,1
48582,Parking Tolls Cong Charge,0
48583,Public transportation,0
48584,Meals Business Or Travel,1
48585,Taxis,0
48586,Rental car,0
48587,Phone charge,0
48588,Eve Meal re overnight stay,1
48589,Meals Business Or Travel,1
48590,Client Entertainment,0
48591, Transports Subscription ,0
48592, Lnch Dnnr Paris cumulated ,1
48593,Others abroad,0
48594,Lunch when at NON client site,1
48595,Meals for day trip,1
48596,Business meal,1
48597,Entertainment Gift presents,0
48598,Train,0
48599,Postage Courier Charges,0
48600,Other Expenses Taxi,0
48601, Toll,0
48602, miles travelled,0
48603,Taxi,0
48604, Transports occasional ,0
48605, Taxi,0
48606,Lunch when at NON client site,1
48607, miles travelled,0
48608,Taxi Local ,0
48609,Airport shuttle bus,0
48610,Meals for day trip,1
48611,Train km ,0
48612, miles travelled,0
48613, Transports Subscription ,0
48614, miles travelled,0
48615,Per diem Lunch,1
48616,Other Per Diem,0
48617,Taxi,0
48618, miles travelled,0
48619,Meals for day trip,1
48620, Meal allowance country,1
48621,Eve Meal re overnight stay,1
48622,Taxi Local ,0
48623,Taxi Local ,0
48624,Train km ,0
48625,others ,0
48626, miles travelled,0
48627,Motorway Car park,0
48628,Taxis,0
48629,Hotel domestic breakf etc,0
48630,Team building,0
48631,Lunch when at NON client site,1
48632,MTR,0
48633,Hotel abroad,0
48634, Meal allowance country,1
48635,Parking,0
48636,Taxi,0
48637, miles travelled,0
48638,Transportation,0
48639,Meals for day trip,1
48640,Breakfast left home pre am,1
48641,Parking Tolls Cong Charge,0
48642,Urb transport bus tram metro ,0
48643, miles travelled,0
48644,Petrol,0
48645,Sports activities and wellness,0
48646, Transports occasional ,0
48647,Overseas Per Diem,0
48648, Lunch,1
48649, Lunch,1
48650,Consumption Indirect material,0
48651,Train km ,0
48652,Meals for day trip,1
48653,Hotel Accommodation,0
48654,Taxi,0
48655,Foreign Travel Local Convey ,0
48656, Toll,0
48657,Other Expenses Meals,0
48658, miles travelled,0
48659,Travel Exp,1
48660,Other Expenses Taxi,0
48661,Lunch invitation,1
48662, Meal allowance country,1
48663,Breakfast after overnight stay,1
48664,Toll Fee Local ,0
48665,Hotel domestic breakf etc,0
48666,Lunch Training Non client Site,1
48667, Transports occasional ,0
48668,Meals for day trip,1
48669, Lunch,1
48670,Hotel domestic breakf etc,0
48671,Rail,0
48672,Breakfast after overnight stay,1
48673, Transports occasional ,0
48674,Meals Business Or Travel,1
48675,Motorway Car park,0
48676,Travel Exp,1
48677,Client Entertainment Exps ,0
48678, Toll,0
48679,Parking,0
48680,Metropolitan public transport,0
48681,Others,0
48682, miles travelled,0
48683,Lodging excl breakfast,0
48684,Telephone Internet,0
48685,Motorway Car park,0
48686,Conveyance Expenses,0
48687, Pers Internet Home work,0
48688,Non CO Panel Doc Depend,0
48689, miles travelled,0
48691,Train km ,0
48692,Hotel Accommodation,0
48693, miles travelled,0
48694,Taxi,0
48695, Meal allowance country,1
48696,Breakfast left home pre am,1
48697,Taxis,0
48698,Taxi abroad,0
48699,Taxi,0
48700,International Meal,1
48701,Others ,0
48702,QIL emp Q cantiere,0
48703, miles travelled,0
48704, miles travelled,0
48705,Transportation,0
48706,Taxi,0
48707,Rail,0
48709,Urb transport bus tram metro ,0
48710,Stationary Postage Printing,0
48711,Eve Meal re overnight stay,1
48712,Rail,0
48713,Taxi abroad,0
48714,Lunch Max F C,1
48715,FOREIGN TRAVEL PUBLIC Trnsp,0
48716, Dinner country,1
48717, Toll,0
48718,Hotel Accommodation,0
48719,Parking,0
48720, miles travelled,0
48721,Taxi Travelled KMs,0
48722,Rail,0
48723,Overseas Per Diem,0
48724,Meals for day trip,1
48725,Rail,0
48726,Conveyance Expenses,0
48727,Taxi,0
48728, Taxi,0
48729,Taxi,0
48730,Airfare abroad,0
48731, Taxi,0
48732,Entertainment Staff ,0
48733, Lunch,1
48734,Parking Tolls Cong Charge,0
48735,Eve Meal re overnight stay,1
48736, Meal allowance Paris,1
48737,Expenses for representation,0
48738,Parking Tolls Cong Charge,0
48739,Other Tolls,0
48740,Telephone Mobile,0
48741, miles travelled,0
48742,Bar,0
48743, Toll,0
48744, Taxi,0
48745,Underground,0
48746, Dinner Paris,1
48747,Rail,0
48748,Hotel Accommodation,0
48749,Taxi,0
48750,Hotel,0
48751,Train,0
48752, Lunch,1
48753,Per Diem Cambridge ,1
48755,Meals Business Or Travel,1
48756,Flight domestic,0
48757, Lunch,1
48758,UK Per Diem,1
48759, Meal allowance Paris,1
48761,Hotel Accommodation,0
48762, Lunch,1
48763, miles travelled,0
48764, Mileage allowances BULL,0
48765,Telephone Internet,0
48766, Meal allowance country,1
48767,Foreign Travel Outfit Allow ,0
48768,Parking Tolls Cong Charge,0
48769, miles travelled,0
48770,Train,0
48771,Hotel F C,0
48772, Meal allowance Paris,1
48773,Lunch when at NON client site,1
48774,Taxi,0
48775,Lunch when at NON client site,1
48776,Other Incidentals,0
48777, miles travelled,0
48778,Hotel Accommodation,0
48779, Transports occasional ,0
48780, Meal abroad,1
48781,Parking Tolls Cong Charge,0
48782, Transports Subscription ,0
48783,Accommodation for nights,0
48784,Motorway Car park,0
48785, Mileage allowances BULL,0
48786, Parking,0
48787,others ,0
48788,Hotel domestic accomad ,0
48789,Client Entertainment,0
48790,Plane Low Cost,0
48791,Telephone Mobile,0
48792, Meal allowance Paris,1
48793,Parking,0
48794, Meal allowance country,1
48795,Parking Toll ERP,0
48796, Housing allowance country,0
48797,Hotel domestic breakf etc,0
48798, miles travelled,0
48799,Taxi,0
48800,Eve Meal re overnight stay,1
48801,Hotel domestic breakf etc,0
48802, Meal allowance country,1
48803,Lunch when at NON client site,1
48804,Benefits ,0
48805,Taxi,0
48806,Parking Toll ERP,0
48807,Lunch,1
48808, Meal allowance Paris,1
48809,others ,0
48810,Meals for day trip,1
48811, Transports Subscription ,0
48812,Taxi allowance,0
48813,Client Entertainment,0
48814,Taxis,0
48815, Lunch,1
48816,Abroad Gasoline,0
48817, miles travelled,0
48818,Taxi ,0
48819,Parking,0
48821, miles travelled,0
48822,Meals for day trip,1
48823,Parking Tolls Cong Charge,0
48824, miles travelled,0
48825,Rail,0
48826,Hotel Accommodation,0
48827, Lunch,1
48828, miles travelled,0
48829,Parking Tolls Cong Charge,0
48830,Travel Exp,1
48831,Underground,0
48832,Taxi,0
48833,Train km ,0
48834,Break Lunch Din max F C,1
48835,others Company paid,0
48836,Other expenses,0
48837, Taxi,0
48838,FOREIGN OTHER EXPENSE,0
48839,Motorway Car Park,0
48840,Toll,0
48841,Taxis,0
48842,Hotel,0
48843,Telephone Internet,0
48844,Rail,0
48845,UK Per Diem,1
48846, Dinner Paris,1
48847,Office materials,1
48848,Lunch when at NON client site,1
48849, miles travelled,0
48850,Parking,0
48851,Meals for day trip,1
48852,Taxi,0
48853, Meal allowance Paris,1
48854,Taxi,0
48855,Taxi Local ,0
48856,Rental car,0
48857,Hotel,0
48858,Personal Incidental Exp UK,0
48859,Taxi,0
48860,Lunch when at NON client site,1
48861,Breakfast after overnight stay,1
48862,Hotel,0
48863,Taxis,0
48864,Parking Tolls Cong Charge,0
48865,Other Incidentals,0
48866,Room Tax ,0
48867,Meals for day trip,1
48868,Hotel Accommodation,0
48869,Train km ,0
48870,Meals for day trip,1
48871,Car Rental,0
48872,Rail,0
48873,Travel Exp,1
48874,Taxi Local ,0
48875, miles travelled,0
48876,Breakfast left home pre am,1
48877,others ,0
48878,Parking,0
48879,Parking Tolls Cong Charge,0
48880,Motorway Car park,0
48881, Breakfast,1
48882,Hotel domestic breakf etc,0
48883,Eve Meal re overnight stay,1
48884,Lunch when at NON client site,1
48885,Lunch when at NON client site,1
48886,Taxi,0
48887,Transport,0
48888, Parking,0
48889,Parking,0
48890,Taxi,0
48891, Dinner Paris,1
48892, Mileage allowances BULL,0
48893,Overseas Per Diem,0
48894,Train km ,0
48895,Rail,0
48896, miles travelled,0
48897, Mileage allowances BULL,0
48898,Meal Allowance Weekday ,1
48899,Parking Tolls Cong Charge,0
48900,Taxi abroad,0
48901,Taxi ,0
48902,Taxis,0
48903,Eve Meal re overnight stay,1
48904,Entertainment Staff ,0
48905,Taxi,0
48906, Meal allowance country,1
48907,Taxi,0
48908,Entertainment Staff abroad,0
48909, Toll,0
48910,Meals for day trip,1
48911,Employees integration,0
48912,Taxi,0
48913,Parking Tolls Cong Charge,0
48914,Meals Business Or Travel,1
48915,Taxi,0
48916, Meal allowance Paris,1
48917, Transports Subscription ,0
48918, Lunch,1
48919,Parking Toll ERP,0
48920,Subscription Publications,0
48921,Parking,0
48922,Parking,0
48923,Personal Incidental Exp UK,0
48924, Lunch,1
48925,Hotel,0
48926,Taxi,0
48927, Lunch,1
48928,Parking Tolls Cong Charge,0
48929, Lunch,1
48930,Entertainment Oversea,0
48931,Meals Business Or Travel,1
48932,Lunch when at NON client site,1
48933,Telephone Mobile,0
48934,Parking Toll ERP,0
48935, Parking,0
48936, Lunch,1
48937,Rail,0
48938,Business meal,1
48939,Eve Meal late home after pm,1
48940, Lunch,1
48941,Parking Tolls Cong Charge,0
48943,Train abroad,0
48944,Hotel Accommodation,0
48945,Hotel,0
48946,Telephone Mobile,0
48947,Transportation Taxi Fare,0
48948,Taxi abroad,0
48949,Taxis,0
48950, Mileage allowances BULL,0
48951,Hotel domestic accomad ,0
48952,Taxis,0
48953,Taxi,0
48954,Local Conveyance Intercity,0
48955,Breakfast max F C,1
48956, Transports occasional ,0
48957,Parking Tolls Cong Charge,0
48958,Training Staff Cert Reimb,0
48959, Meal allowance Paris,1
48960, Hotel except Paris Sophia,0
48961, miles travelled,0
48962,Overseas Per Diem,0
48963,Parking Tolls Cong Charge,0
48964,Parking Tolls Cong Charge,0
48965,Rail,0
48966,Taxi,0
48967,Rail,0
48968,Other Tips non meals ,0
48969,Motorway Car park,0
48970,Per diem Dinner,1
48971,Meals Client Entertainment,1
48972, miles travelled,0
48973,Overseas Per Diem,0
48974,Hotel Accommodation,0
48975,Meals for day trip,1
48976,Train km ,0
48977,Rental car,0
48978,MRT LRT,0
48979,Train km ,0
48980,Parking Tolls Cong Charge,0
48981, Lunch,1
48982,Employee meal restaurant dk,0
48983,Gasoline,0
48984,Other Per Diem,0
48985,Conveyance Expenses,0
48986, miles travelled,0
48987, Transports Subscription ,0
48988,Entertainment Gift presents,0
48989, Lnch Dnnr Paris cumulated ,1
48990, Meal allowance country,1
48991,Taxi,0
48992,Parking Tolls Cong Charge,0
48993, Lunch,1
48994, miles travelled,0
48995, miles travelled,0
48996,Rail,0
48997, Taxi,0
48998, Housing allowance country,0
48999, miles travelled,0
49000,Home Visit,0
49001,Meals for day trip,1
49003,Telephone Internet,0
49004, miles travelled,0
49005,Airfare abroad,0
49006,Other Tips non meals ,0
49007,Parking Tolls Cong Charge,0
49008, miles travelled,0
49009,Meals Business Or Travel,1
49010, Diesel,0
49011, Dinner country,1
49012, Reception,1
49013,Hotel domestic accomad ,0
49014,Meals for day trip,1
49015, miles travelled,0
49016,Motorway Car park,0
49017,Business meal,1
49018, Hotel except Paris Sophia,0
49019,Car Rental,0
49020,Taxi,0
49021, Hotel except Paris Sophia,0
49022, Lunch,1
49023,Hotel,0
49024, miles travelled,0
49025, Hotel Paris Sophia,0
49026, Mileage allowances BULL,0
49027,Phone charge,0
49028, miles travelled,0
49029,Taxi ,0
49030,Parking Tolls,0
49033, Meal allowance Paris,1
49034,Taxi allowance,0
49035,Taxi,0
49036,Lodging excl breakfast,0
49037,Hotel domestic breakf etc,0
49038, Mileage allowances BULL,0
49039, miles travelled,0
49040,Parking Tolls Cong Charge,0
49041, miles travelled,0
49042,Rail,0
49043,Hotel Accommodation,0
49044, Meal allowance country,1
49045,Ferry Other transportation,0
49046,Onsite offsite support FB,0
49047,Parking Tolls Cong Charge,0
49048,Hotel,0
49049, Meal abroad,1
49050,Telephone Mobile,0
49051,Taxi,0
